iter	Passed	Remaining
466	739	843
467	740	842
468	741	839
469	743	837
470	743	835
471	744	833
472	745	830
473	746	828
474	747	826
475	748	823
476	750	823
477	752	821
478	754	820
479	755	818
480	756	816
481	758	814
482	759	812
483	760	810
484	761	808
485	762	806
486	764	804
487	766	804
488	769	803
489	770	801
490	771	799
491	772	797
492	773	795
493	774	793
494	775	790
495	776	788
496	777	786
497	778	784
498	780	783
499	782	782
500	784	781
501	785	778
502	786	776
503	787	774
504	788	772
505	789	770
506	790	768
507	790	766
508	791	763
509	793	762
510	795	761
511	797	760
512	798	758
513	799	756
514	800	754
515	801	752
516	802	750
517	803	747
518	804	745
519	805	743
520	806	741
521	809	741
522	811	740
523	813	738
524	814	736
525	815	734
526	816	732
527	817	730
528	818	728
529	819	726
530	819	724
531	820	722
532	821	719
533	823	718
534	826	718
535	827	716
536	828	714
537	829	712
538	830	710
539	831	708
540	832	706
541	833	704
542	834	702
543	835	700
544	836	698
545	839	698
546	841	696
547	842	695
548	843	693
549	844	691
550	845	689
551	846	687
552	847	685
553	848	683
554	849	681
555	850	679
556	851	677
557	856	678
558	858	676
559	859	675
560	860	673
561	861	671
562	862	669
563	863	667
564	864	665
565	865	663
566	866	661
567	869	660
568	870	659
569	872	658
570	873	656
571	874	654
572	875	652
573	876	650
574	877	648
575	878	646
576	879	644
577	879	642
578	880	640
579	882	639
580	884	637
581	886	636
582	887	634
583	888	632
584	889	630
585	889	628
586	890	626
587	891	624
588	892	623
589	893	621
590	894	619
591	895	617
592	898	616
593	900	615
594	901	613
595	902	611
596	903	609
597	904	608
598	905	606
599	906	604
600	906	602
601	907	600
602	908	598
603	909	596
604	910	594
605	913	593
606	915	592
607	916	590
608	917	588
609	918	586
610	918	585
611	919	583
612	920	581
613	921	579
614	922	577
615	923	575
616	924	573
617	925	572
618	928	571
619	930	570
620	931	568
621	932	566
622	933	564
623	935	563
624	935	561
625	936	559
626	938	558
627	939	556
628	943	556
629	945	555
630	946	553
631	947	551
632	948	549
633	949	548
634	950	546
635	951	544
636	952	542
637	953	541
638	957	540
639	958	539
640	960	537
641	961	536
642	962	534
643	963	532
644	964	531
645	966	529
646	967	527
647	968	526
648	970	524
649	972	523
650	973	522
651	975	520
652	976	518
653	977	516
654	978	515
655	979	513
656	980	511
657	981	509
658	982	508
659	985	507
660	986	505
661	988	504
662	989	503
663	990	501
664	991	499
665	992	497
666	993	496
667	995	494
668	996	492
669	997	491
670	1002	491
671	1004	490
672	1006	489
673	1008	487
674	1009	485
675	1010	484
676	1011	482
677	1012	480
678	1014	479
679	1015	478
680	1017	476
681	1020	475
682	1021	474
683	1022	472
684	1023	470
685	1024	468
686	1025	467
687	1025	465
688	1027	463
689	1031	463
690	1033	462
691	1035	460
692	1036	459
693	1037	457
694	1038	455
695	1039	453
696	1039	452
697	1040	450
698	1041	448
699	1043	447
700	1045	445
701	1047	444
702	1048	442
703	1049	441
704	1050	439
705	1050	437
706	1051	435
707	1052	434
708	1053	432
709	1054	430
710	1055	428
711	1056	427
712	1058	426
713	1060	424
714	1062	423
715	1063	421
716	1064	420
717	1065	418
718	1065	416
719	1066	414
720	1067	413
721	1068	411
722	1069	409
723	1070	407
724	1071	406
725	1073	405
726	1074	403
727	1076	402
728	1076	400
729	1077	398
730	1078	396
731	1079	395
732	1080	393
733	1081	391
734	1081	390
735	1082	388
736	1083	386
737	1084	384
738	1085	383
739	1087	382
740	1089	380
741	1090	379
742	1091	377
743	1092	376
744	1093	374
745	1094	372
746	1095	371
747	1096	369
748	1097	367
749	1098	366
750	1099	364
751	1101	363
752	1102	361
753	1105	360
754	1108	359
755	1110	358
756	1111	356
757	1112	355
758	1113	353
759	1116	352
760	1118	351
761	1120	349
762	1121	348
763	1122	346
764	1123	345
765	1124	343
766	1125	341
767	1126	340
768	1127	338
769	1128	337
770	1131	335
771	1132	334
772	1134	333
773	1136	331
774	1138	330
775	1140	329
776	1142	327
777	1148	327
778	1149	326
779	1150	324
780	1152	323
781	1153	321
782	1154	320
783	1156	318
784	1157	316
785	1158	315
786	1161	314
787	1162	312
788	1165	311
789	1168	310
790	1169	309
791	1171	307
792	1173	306
793	1176	305
794	1179	304
795	1181	302
796	1182	301
797	1184	299
798	1185	298
799	1187	296
800	1188	295
801	1194	294
802	1196	293
803	1197	291
804	1198	290
805	1200	288
806	1201	287
807	1203	286
808	1209	285
809	1210	284
810	1212	282
811	1214	281
812	1215	279
813	1216	278
814	1223	277
815	1227	276
816	1229	275
817	1231	273
818	1232	272
819	1240	272
820	1241	270
821	1242	269
822	1243	267
823	1244	265
824	1245	264
825	1246	262
826	1247	261
827	1250	259
828	1254	258
829	1255	257
830	1256	255
831	1257	253
832	1258	252
833	1259	250
834	1260	249
835	1261	247
836	1264	246
837	1267	244
838	1269	243
839	1271	242
840	1272	240
841	1273	239
842	1274	237
843	1276	235
844	1279	234
845	1281	233
846	1282	231
847	1284	230
848	1285	228
849	1290	227
850	1291	226
851	1293	224
852	1296	223
853	1298	221
854	1299	220
855	1301	218
856	1302	217
857	1303	215
858	1304	214
859	1305	212
860	1307	211
861	1309	209
862	1311	208
863	1312	206
864	1314	205
865	1315	203
866	1317	202
867	1318	200
868	1319	198
869	1320	197
870	1322	195
871	1325	194
872	1327	193
873	1329	191
874	1330	190
875	1331	188
876	1332	186
877	1333	185
878	1335	183
879	1337	182
880	1340	181
881	1341	179
882	1343	177
883	1345	176
884	1347	175
885	1355	174
886	1359	173
887	1362	171
888	1364	170
889	1367	168
890	1370	167
891	1372	166
892	1375	164
893	1377	163
894	1379	161
895	1384	160
896	1386	159
897	1388	157
898	1390	156
899	1391	154
900	1392	152
901	1401	152
902	1402	150
903	1403	149
904	1404	147
905	1406	145
906	1408	144
907	1418	143
908	1420	142
909	1421	140
910	1424	139
911	1431	138
912	1433	136
913	1434	134
914	1436	133
915	1437	131
916	1439	130
917	1440	128
918	1443	127
919	1446	125
920	1448	124
921	1449	122
922	1451	121
923	1452	119
924	1454	117
925	1455	116
926	1457	114
927	1460	113
928	1462	111
929	1466	110
930	1467	108
931	1469	107
932	1470	105
933	1473	104
934	1475	102
935	1477	101
936	1479	99
937	1481	97
938	1482	96
939	1483	94
940	1484	93
941	1486	91
942	1488	89
943	1491	88
944	1492	86
945	1494	85
946	1495	83
947	1497	82
948	1498	80
949	1500	78
950	1502	77
951	1505	75
952	1508	74
953	1510	72
954	1512	71
955	1515	69
956	1518	68
957	1522	66
958	1523	65
959	1524	63
960	1525	61
961	1527	60
962	1528	58
963	1532	57
964	1535	55
965	1537	54
966	1539	52
967	1540	50
968	1541	49
969	1543	47
970	1544	46
971	1546	44
972	1549	43
973	1552	41
974	1554	39
975	1556	38
976	1557	36
977	1560	35
978	1563	33
979	1565	31
980	1567	30
981	1570	28
982	1571	27
983	1573	25
984	1575	23
985	1578	22
986	1580	20
987	1582	19
988	1583	17
989	1584	16
990	1585	14
991	1587	12
992	1589	11
993	1591	9
994	1593	8
995	1595	6
996	1596	4
997	1598	3
998	1600	1
999	1601	0
